number,title,country
24141,"CNNIC-DMTNET-AP Shanghai DMT Information Network cor.,LTD.",CN
37308,COOLLINK,NG
37309,QCell,GM
24149,"CNNIC-KNET-AP KNET Techonlogy (BeiJing) Co.,Ltd.",CN
11406,CIGNA-1 - CIGNA,US
58933,ZEROPORT-AS Zeroport Limited,HK
49162,ENTEE-UK-AS,GB
8408,,CH
3871,"DNIC-ASBLK-03859-03897 - Headquarters, USAISC",US
62209,EKOINICIATIVE-AS,UA
55839,MICROSENSE-AS-AP Microsense Private Limited,IN
58935,LANKABANGLA-BD LankaBangla Information System Limited,BD
59959,SKYPARKCDN-AS,RU
59958,MJ7912-RIPE,PL
37078,PRu-HEALTH,ZA
59951,SINET-AS,UA
59950,BISTALK-TELECOM-AG,CH
59953,FIBRE-OPTIONS-AS,GB
37079,SMMT,ZA
59955,ABS,LB
59954,TN-IX-RS TN-IX,RU
5603,SIOL-NET Formerly SiOL Internet d.o.o.,SI
11405,EPA-FDMS - Environmental Protection Agency,US
63290,"QCSTE-AS - QCSTelecom, Inc.",US
33757,-Reserved AS-,ZZ
33756,-Reserved AS-,ZZ
58262,NRP-NETWORK,IR
32442,USMNSTCMARCO01 - Marco Business Products,US
33755,ASOWI - Overland West Inc,US
197665,SKPLAST,RU
197664,NCS-AS,IT
197667,FEROMEDIA-AS,PL
197666,BVI-AS,GB
197661,KLESTRUP-AS,DK
197660,MOCSYSTEMS-AS,DK
197663,ZZRP,SI
197662,NC2,FR
33753,WBMI - West Bend Mutual Insurance Company,US
197669,SYNETY-AS,GB
197668,AKO-NET,RU
33752,MENTORGRAPHICS-ALM - Mentor Graphics Corporation,US
33751,BRH - Bartlett Regional Hospital,US
394125,"TSDS-LOCATION4 - CenturyTel Internet Holdings, Inc.",US
33750,"FASTSIGNS-INTL - FASTSIGNS International, Inc.",US
55929,"CNISP-UNION CNISP-Union Technology (Beijing) Co., Ltd",CN
34609,AS34609,KZ
264019,Tribunal de Justiça do Estado de Rondônia,BR
264018,ACR Telecom EIRELI,BR
44707,CAJASTUR CajAstur autonomous system,ES
8802,THOMSON-REUTERS Switzerland,CH
8211,RABOBANK Rabobank ICT,NL
23659,HEITECH-AS-AP APNIC HEITECH ASN,MY
24867,ADAPT-AS,GB
393859,PELMOREX-METEOMEDIA-1755 - Metromedia Inc.,CA
20592,GBISW-AS,PL
52468,UFINET PANAMA S.A.,PA
204114,ASLIBRA,IT
30228,"TEVA-NA - Teva Pharmaceuticals USA, INC",US
52469,Offshore Racks S.A,PA
56838,VATUS,PL
45957,VOXO-AS-AP Voxo Pty Ltd,AU
264763,RACKNATION S.A.,CR
264011,A. MORAIS DE SÁ FERREIRA ME,BR
264761,ERGON CABLE S.R.L,AR
264760,Allocati Santiago Mario,AR
264767,SAN GABRIEL VIDEO CABLE COLOR S.A.,AR
24866,SYNTERRA-DC-AS,RU
264765,CUARTEL QUINTO COMUNICACIONES SRL,AR
264010,polli comércio e servicos em informatica,BR
64670,-Private Use AS-,ZZ
264769,COOPERATIVA ARBOLITO,AR
264768,ANTENA DELTA SRL,AR
30338,CFI-JOPLIN - Con-way Truckload Inc.,US
264013,CONNECTA TELECOM INTERNET LTDA - EPP,BR
263230,COOPERATIVAS DE CALAMUCHITA - CONSORCIO DE COOPERACIÓN,AR
263231,"MOBILE WORLD, S.A.",GT
263232,ESPH.SA,CR
263233,Nicolau Servicios Informáticos,AR
263234,SECRETARIA DE ESTADO EN EL DESPACHO DE FINANZAS,HN
263235,Universidad Nacional de Misiones,AR
263236,Itelsa,AR
263237,POWER HOST E.I.R.L.,CL
263238,Eliana Vanessa Morocho Oña,EC
263239,Banco Financiera Comercial Hondureña S.A.,HN
43059,TALKACTIVE-AS,DK
45950,GMI-AS-AP Gareth Morgan Investments,NZ
55219,"SOURCEFIRE-LABS - Cisco Systems, Inc.",US
264014,LILIANE GOMES SILVA INFORMATICA - ME,BR
52460,CAPITAL S.A,CL
64780,-Private Use AS-,ZZ
44806,KINAMO-BACKBONE,BE
264017,WLAN SOLUCOES TECNOLOGICAS,BR
52461,Moche Inversiones S.A.,PE
7562,HCNSEOCHO-AS-KR DCC,KR
51494,ELEWISE-AS,RU
264016,Snell Telecomunicações Ltda. ME,BR
52462,AMS-IX (Amsterdam Internet Exchange),CW
204112,G1-AS,RU
52463,Banco Nacional de Costa Rica (BNCR),CR
6265,SIVENSA - Sivensa Corp.,US
7560,CHONBUK-AS Chonbuk National University,KR
9330,SATINTSERV-AS-AP SAT Internet Services,AU
52464,Super Giros,CO
45951,AUGERE-AS-AP Augere Wireless Broadband Bangladesh Limited,BD
52465,WNet Internet y Hosting,AR
28407,KBEST TECHNOLOGIES DE MEXICO SA DE CV,MX
41223,CPM-LTD-AS,RU
52466,Univisa S.A.,EC
52467,Universidad de Ibague,CO
53143,RAPCHAN & RAPCHAN LTDA. - ME,BR
35219,BE-VERIXI-35219 VERIXI-35219-RACKBOOST,BE
53563,"XPLUSONE - X Plus One Solutions, Inc.",US
35214,OXIDAS Oxid Networks s.r.o.,CZ
35215,MERITA,PL
35217,OVEA,FR
35210,ASN-ORANGE-MOLDOVA,MD
35211,BSN-YTRM-AS,TR
35212,"IDC Russia, Ivanovo city, pr Lenina,17, office 3",RU
35213,COMPNETUA-AS,UA
132664,IDNIC-PTMCM-AS-ID PT. Merah Cipta Media,ID
132665,IDNIC-CABLENET-AS-ID PT Cablenet Asia,ID
23264,CONSOLIDATED-SCHOOL-DISTRICT-158 - HUNTLEY SCHOOL DISTRICT NO 158,US
132667,IDNIC-ID Indonesia Network Information Center,ID
132660,IDNIC-UNG-AS-ID Universitas Negeri Gorontalo,ID
132661,IDNIC-BAWASLU-AS-ID Badan Pengawas Pemilu,ID
132662,IDNIC-LOTTE-AS-ID PT. Lotte Data Communication Indonesia (LDCI),ID
132663,INDOMEDIANET-AS-ID PT Indonesia Media Komunikasi Masyarakat,ID
132668,BALITOWERNET-AS-ID PT Bali Towerindo Sentra,ID
132669,IDNIC-GNET-AS-ID PT Global Netindo Media,ID
23268,"NEULION - NeuLion, Inc.",US
23269,"SVSN-RKE-VA-01 - Sitevision, Inc.",US
8803,MIGROS,CH
50039,PG-UK,GB
63022,IIX-SCIIX-RS - IIX Corp.,US
50038,SIRENATRAVEL-AS,RU
9259,WEBHOST-AS-AP Web Host Limited,HK
39505,VESTITEL-AS,BG
206811,NODION,DE
206810,UDN-EDGE,DE
206813,AS4830ORG,DE
206812,IPYUZEPCHUKAS,RU
206815,ZEXIS,LU
206814,VILLANET-AS,RU
206817,CLX2-AS,RU
206816,YARIX-AS-IT,IT
206819,ANL-UK ANSON NETWORK LIMITED,GB
206818,CLABOR,CZ
59824,NASHIRE,CH
55006,"MMPC-4 - MARIN MEDICAL PRACTICE CONCEPTS, INC.",US
53731,MEDAILLE-ASN - Medaille College,US
43859,SIBPTUS-AS,RU
43858,ASN-WEBAXYS,FR
43852,KUWAIT-DATA-CENTER,KW
43851,MASTERLINE-AS,RU
43850,EUROFLOR-AS,DE
43857,FRAPORT,DE
43856,ERGOISVICRE-ASN,TR
43855,ASN-RSD,AT
43854,STUDIOMODERNA-AS Podvine 36,SI
53735,BLOOM-ENERGY - Bloom Energy,US
56224,"CANARASTAR-IN 2nd Floor , Vamanashram Building",IN
53734,"GSC-FORTCOLLINS - Gannett Supply Corp. - Fort Collins, CO",US
49164,NOVENSYS-AS,RO
6778,AS-EXATEL,PL
6779,ICLNET-AS Fujitsu AS,GB
62115,EXIMBANK-AS,RU
6775,BACKBONE_EHF_EUROPE,CH
6776,"THENET Bern, Switzerland",CH
6777,AMS-IX-RS,NL
61269,RAPMSB-AS,RU
6772,IMPNET-AS,CH
6773,"Rua Soeiro Pereira Gomes, Lote 1",PT
23751,ASN-IVTECH Internet Vision Technologies,AU
50037,"SERVERKURSK-AS Kursk, Russia",CZ
46797,"AS-KDL - Windstream KDL, Inc",US
50036,CG64-AS,FR
6826,GARANTIYA-AS,RU
46796,"SLAPPEYTEL-NET - Slappey Telephone, Inc.",US
201898,AS-BLUEWAVE,IM
201899,GIRAFFE-AS,NO
23651,IDNIC-AS-ID Indonesia Network Information Center,ID
61474,INFOTRANS CARIBBEAN,CW
201890,EHS,SK
201891,USP,CH
201892,ASN-CFL,GB
201893,BLUE-DOT-AS,PL
201894,FLEXIMUS-AS,BE
201895,"KRUGERCORP Kongensgade 27, DK-5000 Odense C, Denmark",DK
201896,ASN-OPENHEADEND,FR
201897,RBPASN,LV
49565,EURONA-AS,ES
61476,Universidad Nacional de La Pampa,AR
62133,RANHIGS-AS,RU
43306,"MUZTV-UA-AS ""Musical television LLC"" Ukraine",UA
46799,SOSASN1 - SOS,US
131315,RACP-AU 145 Macquarie Street,AU
131317,TTSLMEIS-IN TTSL-ISP DIVISION,IN
131316,SLNET-AU 11-15 Hightech Place,AU
131311,UNICLOUD-IDC Ordos UniCloud Technology Company Limited,CN
131310,PLT-NET-MY CX2 Computer Exchange,MY
131313,"I-CITY-MY D-1-G, Jalan Multimedia 7/AJ",MY
131312,TAYLOR-AS-AP TAYLOR CONSTRUCTION GROUP PTY LTD,AU
49561,KELMENNET-AS,UA
131319,BGTG Beijing Guanghuan Telecom Group,CN
131318,WIALUS-SOLN-AS-AP Wialus Solutions Limited,NZ
49560,LINKS-MD-AS,MD
55201,"SHAWCOR - ShawCor Pipe Protection, LLC",US
53149,Rodrigo Costa Machado Stfc Eireli,BR
49563,MULTINET-ASN,TR
55200,LSSI-AS - LSSI,US
49562,XMS,NL
55203,WMG-NJDC - Warner Bros. Records,US
32601,ACUNET-2 - Abilene Christian University,US
55205,PAT-AS-01 - Patrick Engineering Inc.,US
53064,Curupira S/A,BR
55204,"TELESCAN - Telescan, Inc.",US
55207,GRIFFIN - Griffin Technology,US
55206,FSD38 - Foothills School Division No. 38,CA
134367,"GIBZTECH-AS-AP GIBSON, ADAM GORDON T/A GIBZTECH",AU
134366,YTL-HK Yunify Technologies (HK) Limited,HK
134365,HKLNIL-AS-AP Hong Kong Landui Net International LTD,HK
134364,"VTCL-AS-AP VIEWSONIC TRADING CO., LIMITED",HK
134363,EZIT-AS-AP EZIT Solutions Pte Ltd,SG
134362,"PHTCL-AS-AP PENG HUNG TRADING CO., LIMITED",HK
134361,"HMTCL-AS-AP HONGKONG MINGYUET TECHNOLOGY CO., LIMITED",HK
134360,YBSB-AS-AP YTL Broadband Sdn. Bhd.,MY
58460,DIGICELPNG-AS-AP Digicel (PNG) Ltd,PG
134369,ATOS-AS-AP Atos (Australia) Pty Ltd,AU
134368,DRENALINA-AS-AP Drenalina Pty Ltd,AU
203948,-Reserved AS-,ZZ
203949,-Reserved AS-,ZZ
64281,-Reserved AS-,ZZ
203940,KALAJOKI,FI
203941,PL-ABM-RACZKI-AS,PL
203943,NET-0XDRAGON,FR
203944,LU-DIDATA,LU
203945,LANTECH_HOSTING,RU
203946,FREEWAY-AS,RU
203947,MIT-COAS,DE
42810,TCNETCH,CH
42811,HERAULT-TELECOM-AS,FR
42812,DT-IT,NL
42813,"SC-DIGITAL-TELECOM-SRL-AS Str. Grigore Gafencu, Nr 78-84, Vila F3",RO
42814,STUDER,CH
42815,COMMETRIC,BG
42816,FLUMOTION,ES
42817,EURONET_ECSG-AS,HU
42818,AXITEA,IT
42819,KGIC-AS,RU
58461,"CT-HANGZHOU-IDC No.288,Fu-chun Road",CN
200769,SDCN1,GB
64755,-Private Use AS-,ZZ
41615,RSHB-AS,RU
5059,"STARPAGING - Star Paging, Inc.",US
59865,IVM,NL
58548,"LETV-CN 1F, Building 5, Teda Times Tower",CN
200761,REALCOMM,IT
200760,ELOGIC-AS,IT
200763,SECURELAYERS,NL
200762,KARTOTEKA-AS,RU
200765,CORESEC-NET,SE
200764,MKC-AS,RU
200767,ESSELUNGA-AS,IT
200766,KRABTEL-AS,RU
134091,CLOUD-IT-AS-AP Cloud.IT Services Limited,NZ
134090,XINTEGRATION-AS-AP X INTEGRATION PTY LTD,AU
203490,WAFAINET-AS,SA
203491,ESTORIL,PT
134095,ITMX-AS National ITMX Company Limited,TH
203497,SOFTWAREZENTRUM-AS,DE
134097,MCOTPLC-AS-AP MCOT Public Company Limited,TH
134096,EHEALTH-AS-AP eHealth NSW,AU
134099,THETREASURY-AS-AP CASS - NZ Central Government,NZ
38560,MERIDIANENERGY-NZ Meridian energy,NZ
203498,SPEEDHOSTING,NL
203499,WI-NET-SOLIS-AS,ES
38565,NCELL-AS-NP Ncell Pvt. Ltd.,NP
26021,"XTLD1 - Unicycle, LLC",US
38567,REKIND-AS-ID-AP PT. Rekayasa Industri,ID
38566,NTTCT-AS-TH-AP NTTCTNET,TH
41614,TELEDESIGN-AS,GB
26020,STSCI-NET - Space Telescope Science Institute,US
22292,-Reserved AS-,ZZ
26027,-Reserved AS-,ZZ
26026,BUTLER-UNIVERSITY - Butler University,US
18893,"SELECT-EQUITY - Select Equity Group, Inc.",US
18892,"MEGA-BRANDS-MONTREAL - MEGA Brands, Inc",CA
18891,-Reserved AS-,ZZ
18890,HOGARTH-WORLDWIDE - Hogarth Worldwide Inc,US
18897,"MONTANA-SKY-NETWORKS-INC - Montana Sky Networks, Inc.",US
18896,CALLIS-COMMUNICATIONS-AS18896 - Callis Communications,US
18895,NUSTREAM-COMMUNICATIONS - Nustream Communications,PR
18894,"NEXTPAGE - NextPage, Inc.",US
18899,AS-JDASOFTSCT - JDA Software Group Inc.,US
18898,VESTA-CORP - Vesta Corporation,US
48128,U-LAN-AS,RU
203614,WIFIIBERICA,ES
203615,DATACONSULT,LB
52336,Autoridad Nacional para la Innovación Gubernamental,PA
203616,PAYAKIANPARHAM,IR
38876,AVIVAGROUP-AS-AU-AP Aviva Australia,AU
134610,"MCKINSEY-AP-ASP McKinsey & Company, Australia, Sydney POP",AU
64809,-Private Use AS-,ZZ
203610,DHOLD,NO
64039,NRBGBL-BD NRBGBL,BD
64808,-Private Use AS-,ZZ
60939,MGS2-UK-AS,GB
48129,IRBIS-TELECOMMUNICATIONS-AS,RU
203611,ASYAPIKREDIYATIRIM,TR
44221,HOSTER-BG-AS,BG
44223,CCBUFA,RU
44222,AS-CLOUDITY,PT
36178,STEPHENGOULD-CORP - Stephen Gould Corporation,US
203612,IDSUNITELM,IT
44227,JUSTNET-AS -- Carrier Service --,CH
44226,ACTURIS-EU,GB
36174,BAPTISTHEALTH - Baptist Health System,US
36175,"MYFAM-DC1 - Myfamily.com, Inc.",US
36176,"WESTPARK-COMMUNICATIONS - Westpark Communications, LP.",US
203613,NEUCA,PL
36170,WESTMONT-SB - Westmont College,US
36171,-Reserved AS-,ZZ
36172,MHCC-AS001 - MOUNT HOOD COMMUNITY COLLEGE,US
36173,"KCI - Kinetic Concepts, Inc.",US
18769,"PHJW-LLP - Paul, Hastings, Janofsky & Walker LLP",US
18768,"PHJW-LLP - Paul, Hastings, Janofsky & Walker LLP",US
33528,AS33528 - Essendant Co.,US
33529,PEAK-WEB-HOSTING - Peak Web Hosting Inc.,US
18761,BLM-WAN - Bureau of Land Management,US
18760,AS18760 - City of Rancho Cucamonga,US
18763,"PHJW-LLP - Paul, Hastings, Janofsky & Walker LLP",US
18762,DOMDOMINICK - Dominick & Dominick LLC,US
18765,"PHJW-LLP - Paul, Hastings, Janofsky & Walker LLP",US
18764,"PHJW-LLP - Paul, Hastings, Janofsky & Walker LLP",US
18767,"PHJW-LLP - Paul, Hastings, Janofsky & Walker LLP",US
18766,"PHJW-LLP - Paul, Hastings, Janofsky & Walker LLP",US
203236,BOZORGRAHERAYANEH,IR
203237,VODAFONE-UK-CLOUD-CONNECT,GB
203234,NL-COOSTO-1-AS,NL
203235,ZANANET,GB
203232,EKOSTROY-AS,RU
203233,CIT-AS,RU
203230,MULTITK-AS,PL
203231,V4VOIP,GB
8535,AGORA,PL
41549,EWB-CABLE-NETWORK-AS,CH
41548,MEDWAY-AS,GB
38874,KARVY-IN-AS-HYD KARVY CONSULTANTS LTD.,IN
203238,DATASERVICE-2,NO
203239,VMW-BG,BG
59788,ITUSLUGI-AS,RU
393447,AS-VIRTUALSTACKS - Virtual Stacks LLC,US
29997,"VITAL-DNS - Vitalwerks Internet Solutions, LLC",US
202723,VAD-SRL-AS1,MD
202565,DARATEL,ES
202721,TELECOM_LLC,RU
202720,NAISSIX-IXP,RS
202727,ERGATEL-FRANCE-CUSTOMER,FR
202726,SKYTEL,GB
202725,ZETANETAS,LT
202564,ITCITY,SK
202729,PATENT-MEDIA-AS,RU
202728,SERVERPRO-AS,UA
58581,STANDARD-BANK-AS-AP Standard Bank LIMITED,BD
202567,SECURE-DATA-CENTER,DK
202566,QUESTNET-MAIN,DE
52381,Sociedad Cooperativa Popular Limitada de Comodoro,AR
202561,-Reserved AS-,ZZ
393446,THECOMMODORECORPORATION-SBCOLO - The Commodore Corporation,US
54061,TBBK-INTERNET - The Bancorp Incorporated,US
202560,ROTH,DE
6958,DTS-WORLDWIDE - Diplomatic Telecommunications Services,US
28022,CRISP S.A.,CR
202563,ZETO-ZAGAN-AS,PL
38872,"ISBNET-AS-IN Indian School of Business, a world class business school, India",IN
202562,REWBYCRAFT,NL
52380,Sista S.A.,AR
46868,VPNET-2 - VPNET INC,PR
393445,SWIFT-HIGHSPEED - Swift High Speed.com,CA
24630,ARMOPTIC-AS,UA
54066,WURTHBSC - Wurth Baer Supply Company,US
53733,JERICH-USA-INC - Jerich USA Inc.,US
6959,DTS-AFRICA - Diplomatic Telecommunications Services,US
38871,INFOMOVE-HK-AP InfoMove Solutions Limited,HK
8035,WORLDNET5-10 - AT&T WorldNet,US
8034,WORLDNET5-10 - AT&T WorldNet,US
8037,PUB-BGP-AS - People's United Bank,US
46827,SPECTRA-LABORATORIES-EAST - Spectra Laboratories,US
52383,Cooperativa Eléctrica de Azul Ltda.,AR
8030,WORLDNET5-10 - AT&T WorldNet,US
8033,WORLDNET5-10 - AT&T WorldNet,US
58540,CHINATELECOM-HUNAN-ZHUZHOU-MAN Zhuzhou,CN
37798,-Reserved AS-,ZZ
8039,CCC-ASN-1 - Cinergy Communications,US
46188,"CCMAINE - Cornerstone Communications, LLC",US
58075,X2COM,NL
12589,POSTA-HU-AS,HU
55555,DELION-AP Delion Pty Ltd,AU
58074,IPV4-AS,RO
12583,STANLEY-UK-AS,GB
12582,TSF-DATANET-NGD-AS TSF MPLS VPN Services,FI
12581,TOPSNET,DE
12580,"OMNITEC Warsaw, Poland",PL
12587,,LT
12586,ASGHOSTNET,DE
12585,,AT
12584,,DE
44913,NEXTTELL-AS,RU
44912,OANTA,RO
44911,KEYNET-AG,CH
44910,ASMIRAJ,CZ
393748,LBMCAS01 - LBMC,US
37388,AFRINIC-25,MU
44915,VBRR-AS,RU
44914,PETRUS-CH-AS,PL
393744,KYMETA-AS-01 - Kymeta Corporation,US
393745,WI-TRONIX-AS1 - Wi-Tronix LLC,US
393746,"WJBRADLEY - W.J. Bradley, LLC",US
393747,"CO-OPMCFORTWORTH - Cu Cooperative Systems, Inc.",US
393740,"PROGRESSIVETEL - Progressive Rural Telephone Cooperative, Inc",US
393741,"ENDGAMEINC - ENDGAME, INC",US
393742,-Reserved AS-,ZZ
393743,"ADVANCED-ICU-CARE - Advanced ICU Care, Inc.",US
55554,"INTER-IIT-TIG-AS-AP True International Gateway Co., Ltd.",TH
58073,YISP-AS,NL
58072,ZENONLINE-AS,RU
64030,IDNIC-POLINES-AS-ID Politeknik Negeri Semarang,ID
58316,CRESTAN,RU
393442,UNITED-FIBER - United Electric Cooperative,US
58542,CHINATELECOM-HUNAN-YUEYANG-MAN Yueyang,CN
54065,"BARRY146 - Barry Communications, Inc.",US
65069,-Private Use AS-,ZZ
65066,-Private Use AS-,ZZ
65067,-Private Use AS-,ZZ
65064,-Private Use AS-,ZZ
65065,-Private Use AS-,ZZ
65062,-Private Use AS-,ZZ
65063,-Private Use AS-,ZZ
65060,-Private Use AS-,ZZ
46187,SPY - International Spy Museum,US
55557,BHARTI-MO-AS-AP Bharti Airtel Limited,IN
8745,AS-BG-BAS,BG
7363,YOMURA - Lightstream Transmission and Telecom Inc,US
46543,UMB - University of Maryland at Baltimore,US
64031,INTERFAST-AS-ID PT. Kreasi Sejahtera Teknologi,ID
48121,CRSIIS-ISFAHANIDC,IR
393441,"PANTEK - Pantek, Inc.",US
58545,DCC-AS-AP Dubbo City Council,AU
13988,IVANET-FRANKFURT - IBASIS INC.,US
13989,"SCEA-FC-AS1 - Sony Computer Entertainment America, Inc.",US
11768,VONTOBELUS-AS - Vontobel Asset Management INC,US
13984,TERRACOM-DIRECT - TerraCom Direct,US
13985,NASCO - NASCO,US
13986,ECSIS-HST - ECSIS.NET,US
13987,IVANET-LONDON - IBASIS INC.,US
13980,"TT-ASN001 - Twotrees Technologies, LLC",US
13981,ITXM - Institute for Transfusion Medicine,US
13982,NIBWAN01 - National Industries for the Blind,US
13983,CONVERGENS-SF - convergens SF LLC,US
51138,ASAKSINETIPOE,RU
22749,MARKDALE-AS - Markdale Cable T.V.,CA
7028,"IBS - International Business Software, Inc.",US
5620,ADRIAMEDIA-AS,HR
48126,CABLENETSWISS-HITTNAU,CH
393440,BCV-BM-AS1 - Bermuda Cablevision,BM
11769,MOBILENETICS-LA-GW1 - Mobilenetics Corporation,US
47371,SERTEX,LV
38976,RU-ATVC-AS,RU
263545,MATHEUS MAGALHAES BORTOLIN ME,BR
64037,FIRSTNFASTITLTD-AS-AP First n Fast IT Ltd,BD
38977,SILHOUETTE-AS,AT
48127,DGVN-AS,UA
56879,PETROPAVLOVSK-AS,RU
63696,"CSCNET China Securities Co., Ltd",CN
38974,-Reserved AS-,ZZ
201403,ACC-ICT-PHC-D,NL
201402,NOVA-NL,NL
201401,UNITHOST-AS,NL
13679,"Centros Culturales de Mexico, A.C.",MX
201407,DESOM,NL
201406,MOBINET-AS,BG
201405,ACC-ICT-PHC-A,NL
201404,ACC-ICT-PHC-B,NL
13672,"FAIRPO-3 - FAIRPOINT COMMUNICATIONS, INC.",US
13673,"FAIRPO-3 - FAIRPOINT COMMUNICATIONS, INC.",US
13670,"VRIS-AS-BLOCK - MCI Communications Services, Inc. d/b/a Verizon Business",US
13671,"VRIS-AS-BLOCK - MCI Communications Services, Inc. d/b/a Verizon Business",US
13676,"ILAND-AS - Imagination, Inc.",US
13677,"PGTTRUCKING - PGT Trucking, Inc.",US
13674,"FAIRPO-3 - FAIRPOINT COMMUNICATIONS, INC.",US
13675,"FAIRPO-3 - FAIRPOINT COMMUNICATIONS, INC.",US
16003,ONEPACKET,NL
16001,AAREON-AS Im Muenchfeld 1-5,DE
16006,RUPKKI-SK-AS,SK
16007,ASN-KANCOM KANCOM Fiber-Optic Network,RU
16004,MIXITA-AS Milan (Italy) interconnection point,IT
16005,ASITCENTROFHOUSING,UA
5865,DNIC-ASBLK-05800-06055 - DoD Network Information Center,US
43660,SHUPASHKARTRANS-AS,RU
16008,A-1080 Wien,AT
16009,,FR
5861,DNIC-ASBLK-05800-06055 - DoD Network Information Center,US
5860,DNIC-ASBLK-05800-06055 - DoD Network Information Center,US
5863,DNIC-ASBLK-05800-06055 - DoD Network Information Center,US
5862,DNIC-ASBLK-05800-06055 - DoD Network Information Center,US
56842,IAC-ODESA-AS,UA
43000,SOBIN-AS,RU
35643,BRUKER,DE
56841,ITERADK,DK
17359,"TELOV-FL-TPA - Telovations, Inc.",US
17358,"ETOLL1 - eToll, Inc.",CA
56844,S2EENERGIE-ASN,FR
43001,DME-AS,RU
17355,"WSD - Wayzata School District, ISD #284",US
17354,DAKOTA - DakotaPro.biz,US
17357,AS-DCI-31 - Development Corporation for Israel,US
17356,"VERMONT-TELE - Vermont Telephone Company, Inc.",US
17351,"VAMPCOMM - THINQ, Inc",US
17350,KMV-LLC - Moody's KMV,US
17353,AS-SCDSB - Simcoe County District School Board,CA
17352,APPLICATIONX - Application X,US
6058,NORTHWESTEL-INC - Northwestel Inc.,CA
43003,"KAUFMANN Goldenkrongasse 9, A-3500 Krems a.d. Donau",AT
48125,INTER-MUTUELLES-ASSISTANCE-AS,FR
43661,METROSTANDART-AS,RU
60256,MEGANETWORK-ASN,IR
60257,ORIGIN,GB
60254,GLS-IT-SERVICE-AS,DE
263549,EntorNet Comercio e Serviços Ltda,BR
19252,MEADJ-ASN - Mead Johnson Nutrition,US
60253,ELASTICHOSTS-LON-B,GB
60250,INVEST-AZ,TR
43005,PTS,IR
41224,EXPRESS-AS,GE
39996,PANAVCA-ASN - Panasonic Avionics Corporation,US
8744,MEGAMAX-AS Nizhny Novgorod,RU
50273,PTS-AS,SE
7364,GROOVE - Reality Enhancements,US
2231,FR-RENATER-U-PPA-PAU Universite de Pau et des Pays de l'Adour,EU
4209,Pequiven,VE
19588,GC-1 - GOR CORPORATION,US
19589,COL - City Of Leesburg,US
19586,CREATIVE-DATA-PNS - APPRIVER LLC,US
19587,H2-CREDIT-MANAGEMENT - H/2 Credit Manager GP LLC,US
19584,"ADVANCED-NET - Advanced Computers, LLC",US
19585,"RMDAS-ASN - Rocky Mountain Data Availability Services, Inc.",US
19582,GRUPO BRAVCO,EC
19583,IMPSAT FIBER NETWORKS INC,AR
19580,"ART-LLC - A.R.T. Advisors, LLC",US
19581,DALLAS-COUNTY - DALLAS COUNTY SCHOOLS,US
60784,IRADEUM-AS,BG
265355,L. T. SPECHT TELECOMUNICACOES ME,BR
52699,Conecta Telecom Ltda,BR
2232,FR-ASNBLOCK INRIA-Rocquencourt,EU
20869,CLARANET-SPAIN,ES
20868,"ABB IS Infrastructure & Services , BS-ISI",CH
54142,ICCABLE - INSIDE CONNECT CABLE LLC,US
265354,gidelson barbosa da silva me,BR
20865,AS-YOURVOICE,IT
20864,SISECAM-AS,TR
20867,ORDINA-AS,NL
20866,INTELECOM-AS,RU
20861,FUJITSU-SE-AS,SE
20860,IOMART-AS,GB
20863,THREEUNITED-AS,AT
2234,FR-ASNBLOCK INRIA-Rocquencourt,EU
265356,NET PLANETY INFOTELECOM LTDA ME,BR
2237,FR-U-REAUMUR-BORDEAUX FR,EU
265351,JOSE ESLEI DE JESUS SANTOS,BR
11762,NET-CONNECTION - Net Connection,US
35640,MIGRAPH-AS,RU
58701,"MSASIANET-BD House 1 , Katasur Ground Floor",BD
265350,EL Informática Ltda ME,BR
201519,OBJECTIVITY-AS,PL
5425,SPIDERNET Nicosia,CY
4201,ORST-AS - Oregon State University,US
265353,LOUIS DREYFUS COMMODITIES BRASIL S.A.,BR
201518,HORIZONTELECOM,IT
55005,"TRANSAM-ASN - Transam Trucking, Inc",US
394919,FTV-SEA - FTV Business Services LLC,US
265352,ANAELSON COSTA DE OLIVEIRA JUNIOR - ME,BR
51926,P1C-AS,GB
60936,SKANETDAG-AS,RU
49158,WIFINITY,GB
49159,SMTAS,SM
51927,NETPRO-NET,PL
4204,ALLWARE-AS - Allware,US
49150,IND-WEB,RO
11763,IBX-CHICAGO - inVision Networks,US
35647,BYIX-AS Belarusian National Traffic Exchange Point (BY-IX),BY
49153,KMK-TELECOM-AS,RU
48001,BE-NWGEU-AS,BE
49155,KETRA-AS,RU
49156,IZHLINE-AS,RU
49157,STARNETWORK,IL
45638,SYNERGYWHOLESALE-AP SYNERGY WHOLESALE PTY LTD,AU
48209,"LANCRONIX-AS Moscow, Russia",RU
48208,NAC-AS,PL
51922,MYTOYS-AS,DE
45631,CONTACTENERGY-NZ-AP Contact Energy New Zealand,NZ
265359,gotcha net internet provider,BR
45633,SLUSH-V4-TRANSIT-AP Slush Technologies AS V4 Transit,NZ
48200,OPTEAMAX-AS,DE
45635,"FKS-IN Plot No. 117, Road No. 18",IN
45634,SPARKSTATION-SG-AP 10 Science Park Road,SG
45637,UNIFONENETWORKS-AS-AP UniFone New Zealand Ltd,NZ
